"","section","nword","nchar","linenumber","chapter","notes_start","word"
"1","f1",3964,22416,1065,1,0,"beginning"
"2","f1",3964,22416,1065,1,0,"coming"
"3","f1",3964,22416,1065,1,0,"day"
"4","f1",3964,22416,1065,1,0,"bring"
"5","f1",3964,22416,1065,1,0,"resurrection"
"6","f1",3964,22416,1065,1,0,"glory"
"7","f1",3964,22416,1065,1,0,"coming"
"8","f1",3964,22416,1065,1,0,"entering"
"9","f1",3964,22416,1065,1,0,"amenta"
"10","f1",3964,22416,1065,1,0,"day"
"11","f1",3964,22416,1065,1,0,"burial"
"12","f1",3964,22416,1065,1,0,"victorious"
"13","f1",3964,22416,1065,1,0,"entereth"
"14","f1",3964,22416,1065,1,0,"coming"
"15","f1",3964,22416,1065,1,0,"victorious"
"16","f1",3964,22416,1065,1,0,"saith"
"17","f1",3964,22416,1066,1,0,"bull"
"18","f1",3964,22416,1066,1,0,"amenta"
"19","f1",3964,22416,1066,1,0,"thoth"
"20","f1",3964,22416,1066,1,0,"everlasting"
"21","f1",3964,22416,1066,1,0,"king"
"22","f1",3964,22416,1068,1,0,"god"
"23","f1",3964,22416,1068,1,0,"bark"
"24","f1",3964,22416,1068,1,0,"fought"
"25","f1",3964,22416,1069,1,0,"gods"
"26","f1",3964,22416,1069,1,0,"powers"
"27","f1",3964,22416,1069,1,0,"effect"
"28","f1",3964,22416,1069,1,0,"triumph"
"29","f1",3964,22416,1070,1,0,"osiris"
"30","f1",3964,22416,1070,1,0,"adversaries"
"31","f1",3964,22416,1070,1,0,"day"
"32","f1",3964,22416,1070,1,0,"weighing"
"33","f1",3964,22416,1071,1,0,"kinsman"
"34","f1",3964,22416,1071,1,0,"osiris"
"35","f1",3964,22416,1072,1,0,"gods"
"36","f1",3964,22416,1072,1,0,"nut"
"37","f1",3964,22416,1072,1,0,"birth"
"38","f1",3964,22416,1072,1,0,"slay"
"39","f1",3964,22416,1073,1,0,"adversaries"
"40","f1",3964,22416,1073,1,0,"osiris"
"41","f1",3964,22416,1073,1,0,"imprison"
"42","f1",3964,22416,1073,1,0,"sebau"
"43","f1",3964,22416,1073,1,0,"behalf"
"44","f1",3964,22416,1074,1,0,"kinsman"
"45","f1",3964,22416,1074,1,0,"horus"
"46","f1",3964,22416,1075,1,0,"fought"
"47","f1",3964,22416,1075,1,0,"prevailed"
"48","f1",3964,22416,1076,1,0,"thoth"
"49","f1",3964,22416,1076,1,0,"effect"
"50","f1",3964,22416,1076,1,0,"triumph"
"51","f1",3964,22416,1076,1,0,"osiris"
"52","f1",3964,22416,1076,1,0,"adversaries"
"53","f1",3964,22416,1077,1,0,"day"
"54","f1",3964,22416,1077,1,0,"weighing"
"55","f1",3964,22416,1077,1,0,"house"
"56","f1",3964,22416,1078,1,0,"prince"
"57","f1",3964,22416,1078,1,0,"heliopolis"
"58","f1",3964,22416,1079,1,0,"tatti"
"59","f1",3964,22416,1079,1,0,"son"
"60","f1",3964,22416,1079,1,0,"tatti"
"61","f1",3964,22416,1079,1,0,"conceived"
"62","f1",3964,22416,1079,1,0,"tattu"
"63","f1",3964,22416,1079,1,0,"born"
"64","f1",3964,22416,1080,1,0,"tattu"
"65","f1",3964,22416,1080,1,0,"tattu"
"66","f1",3964,22416,1081,1,0,"mourners"
"67","f1",3964,22416,1081,1,0,"weepers"
"68","f1",3964,22416,1081,1,0,"wail"
"69","f1",3964,22416,1081,1,0,"osiris"
"70","f1",3964,22416,1082,1,0,"rechit"
"71","f1",3964,22416,1082,1,0,"effect"
"72","f1",3964,22416,1082,1,0,"triumph"
"73","f1",3964,22416,1082,1,0,"osiris"
"74","f1",3964,22416,1082,1,0,"adversaries"
"75","f1",3964,22416,1083,1,0,"ra"
"76","f1",3964,22416,1083,1,0,"issued"
"77","f1",3964,22416,1083,1,0,"mandate"
"78","f1",3964,22416,1083,1,0,"thoth"
"79","f1",3964,22416,1083,1,0,"effect"
"80","f1",3964,22416,1084,1,0,"triumph"
"81","f1",3964,22416,1084,1,0,"osiris"
"82","f1",3964,22416,1084,1,0,"adversaries"
"83","f1",3964,22416,1084,1,0,"mandate"
"84","f1",3964,22416,1085,1,0,"thoth"
"85","f1",3964,22416,1085,1,0,"executed"
"86","f1",3964,22416,1086,1,0,"horus"
"87","f1",3964,22416,1086,1,0,"day"
"88","f1",3964,22416,1086,1,0,"covering"
"89","f1",3964,22416,1086,1,0,"teshtesh"
"90","f1",3964,22416,1087,1,0,"fountains"
"91","f1",3964,22416,1087,1,0,"refreshment"
"92","f1",3964,22416,1087,1,0,"god"
"93","f1",3964,22416,1088,1,0,"heart"
"94","f1",3964,22416,1088,1,0,"motionless"
"95","f1",3964,22416,1088,1,0,"closing"
"96","f1",3964,22416,1088,1,0,"entrance"
"97","f1",3964,22416,1088,1,0,"hidden"
"98","f1",3964,22416,1089,1,0,"restau"
"99","f1",3964,22416,1090,1,0,"horus"
"100","f1",3964,22416,1090,1,0,"avenger"
"101","f1",3964,22416,1090,1,0,"left"
"102","f1",3964,22416,1090,1,0,"arm"
"103","f1",3964,22416,1090,1,0,"osiris"
"104","f1",3964,22416,1091,1,0,"sechem"
"105","f1",3964,22416,1092,1,0,"enter"
"106","f1",3964,22416,1092,1,0,"tank"
"107","f1",3964,22416,1092,1,0,"flame"
"108","f1",3964,22416,1093,1,0,"day"
"109","f1",3964,22416,1093,1,0,"adversaries"
"110","f1",3964,22416,1093,1,0,"annihilated"
"111","f1",3964,22416,1093,1,0,"sechem"
"112","f1",3964,22416,1094,1,0,"horus"
"113","f1",3964,22416,1094,1,0,"day"
"114","f1",3964,22416,1094,1,0,"festivals"
"115","f1",3964,22416,1094,1,0,"osiris"
"116","f1",3964,22416,1095,1,0,"celebrated"
"117","f1",3964,22416,1095,1,0,"offerings"
"118","f1",3964,22416,1095,1,0,"ra"
"119","f1",3964,22416,1095,1,0,"feast"
"120","f1",3964,22416,1096,1,0,"sixth"
"121","f1",3964,22416,1096,1,0,"day"
"122","f1",3964,22416,1096,1,0,"month"
"123","f1",3964,22416,1096,1,0,"feast"
"124","f1",3964,22416,1096,1,0,"tenait"
"125","f1",3964,22416,1097,1,0,"heliopolis"
"126","f1",3964,22416,1098,1,0,"priest"
"127","f1",3964,22416,1098,1,0,"tattu"
"128","f1",3964,22416,1098,1,0,"exalt"
"129","f1",3964,22416,1099,1,0,"height"
"130","f1",3964,22416,1100,1,0,"prophet"
"131","f1",3964,22416,1100,1,0,"abydos"
"132","f1",3964,22416,1100,1,0,"day"
"133","f1",3964,22416,1100,1,0,"earth"
"134","f1",3964,22416,1101,1,0,"raised"
"135","f1",3964,22416,1102,1,0,"seeth"
"136","f1",3964,22416,1102,1,0,"shut"
"137","f1",3964,22416,1102,1,0,"restau"
"138","f1",3964,22416,1103,1,0,"reciteth"
"139","f1",3964,22416,1103,1,0,"liturgies"
"140","f1",3964,22416,1103,1,0,"soul"
"141","f1",3964,22416,1103,1,0,"lord"
"142","f1",3964,22416,1104,1,0,"tattu"
"143","f1",3964,22416,1105,1,0,"sem"
"144","f1",3964,22416,1105,1,0,"priest"
"145","f1",3964,22416,1105,1,0,"pertaineth"
"146","f1",3964,22416,1105,1,0,"office"
"147","f1",3964,22416,1106,1,0,"arch"
"148","f1",3964,22416,1106,1,0,"craftsman"
"149","f1",3964,22416,1106,1,0,"day"
"150","f1",3964,22416,1106,1,0,"ship"
"151","f1",3964,22416,1107,1,0,"sokaru"
"152","f1",3964,22416,1107,1,0,"laid"
"153","f1",3964,22416,1107,1,0,"stocks"
"154","f1",3964,22416,1108,1,0,"seizeth"
"155","f1",3964,22416,1108,1,0,"mattock"
"156","f1",3964,22416,1108,1,0,"day"
"157","f1",3964,22416,1108,1,0,"feast"
"158","f1",3964,22416,1109,1,0,"hoeing"
"159","f1",3964,22416,1109,1,0,"suten"
"160","f1",3964,22416,1109,1,0,"henen"
"161","f1",3964,22416,1110,1,0,"bring"
"162","f1",3964,22416,1110,1,0,"beneficent"
"163","f1",3964,22416,1110,1,0,"souls"
"164","f1",3964,22416,1110,1,0,"house"
"165","f1",3964,22416,1110,1,0,"osiris"
"166","f1",3964,22416,1111,1,0,"bring"
"167","f1",3964,22416,1111,1,0,"soul"
"168","f1",3964,22416,1111,1,0,"house"
"169","f1",3964,22416,1111,1,0,"osiris"
"170","f1",3964,22416,1112,1,0,"hear"
"171","f1",3964,22416,1112,1,0,"youyou"
"172","f1",3964,22416,1112,1,0,"hear"
"173","f1",3964,22416,1112,1,0,"stand"
"174","f1",3964,22416,1113,1,0,"stand"
"175","f1",3964,22416,1113,1,0,"sit"
"176","f1",3964,22416,1113,1,0,"sit"
"177","f1",3964,22416,1113,1,0,"house"
"178","f1",3964,22416,1113,1,0,"osiris"
"179","f1",3964,22416,1114,1,0,"bread"
"180","f1",3964,22416,1114,1,0,"beer"
"181","f1",3964,22416,1114,1,0,"beneficent"
"182","f1",3964,22416,1114,1,0,"souls"
"183","f1",3964,22416,1114,1,0,"house"
"184","f1",3964,22416,1115,1,0,"osiris"
"185","f1",3964,22416,1115,1,0,"bread"
"186","f1",3964,22416,1115,1,0,"beer"
"187","f1",3964,22416,1115,1,0,"periods"
"188","f1",3964,22416,1116,1,0,"soul"
"189","f1",3964,22416,1117,1,0,"unclose"
"190","f1",3964,22416,1117,1,0,"roads"
"191","f1",3964,22416,1117,1,0,"beneficent"
"192","f1",3964,22416,1118,1,0,"souls"
"193","f1",3964,22416,1118,1,0,"house"
"194","f1",3964,22416,1118,1,0,"osiris"
"195","f1",3964,22416,1118,1,0,"unclose"
"196","f1",3964,22416,1119,1,0,"roads"
"197","f1",3964,22416,1119,1,0,"soul"
"198","f1",3964,22416,1119,1,0,"enter"
"199","f1",3964,22416,1119,1,0,"boldly"
"200","f1",3964,22416,1120,1,0,"peace"
"201","f1",3964,22416,1120,1,0,"house"
"202","f1",3964,22416,1120,1,0,"osiris"
"203","f1",3964,22416,1120,1,0,"hindrance"
"204","f1",3964,22416,1121,1,0,"repulse"
"205","f1",3964,22416,1121,1,0,"enter"
"206","f1",3964,22416,1121,1,0,"pleasure"
"207","f1",3964,22416,1122,1,0,"triumphantly"
"208","f1",3964,22416,1122,1,0,"executed"
"209","f1",3964,22416,1123,1,0,"house"
"210","f1",3964,22416,1123,1,0,"osiris"
"211","f1",3964,22416,1124,1,0,"lightness"
"212","f1",3964,22416,1124,1,0,"scale"
"213","f1",3964,22416,1124,1,0,"balance"
"214","f1",3964,22416,1125,1,0,"relieved"
"215","f5",2325,12997,1454,2,0,"coming"
"216","f5",2325,12997,1454,2,0,"day"
"217","f5",2325,12997,1454,2,0,"living"
"218","f5",2325,12997,1454,2,0,"death"
"219","f5",2325,12997,1457,2,0,"shinest"
"220","f5",2325,12997,1457,2,0,"moon"
"221","f5",2325,12997,1458,2,0,"amid"
"222","f5",2325,12997,1458,2,0,"train"
"223","f5",2325,12997,1459,2,0,"revealed"
"224","f5",2325,12997,1459,2,0,"glory"
"225","f5",2325,12997,1460,2,0,"tuat"
"226","f5",2325,12997,1460,2,0,"gods"
"227","f5",2325,12997,1461,2,0,"pleasure"
"228","f5",2325,12997,1461,2,0,"earth"
"229","f5",2325,12997,1461,2,0,"amid"
"230","f5",2325,12997,1461,2,0,"living"
"231","f5",2325,12997,1493,3,0,"tmu"
"232","f5",2325,12997,1493,3,0,"proceedest"
"233","f5",2325,12997,1493,3,0,"ur"
"234","f5",2325,12997,1493,3,0,"henhenu"
"235","f5",2325,12997,1493,3,0,"resplendent"
"236","f5",2325,12997,1494,3,0,"lion"
"237","f5",2325,12997,1494,3,0,"faced"
"238","f5",2325,12997,1494,3,0,"strewest"
"239","f5",2325,12997,1496,3,0,"cometh"
"240","f5",2325,12997,1496,3,0,"faithful"
"241","f5",2325,12997,1496,3,0,"band"
"242","f5",2325,12997,1497,3,0,"bidding"
"243","f5",2325,12997,1498,3,0,"seamen"
"244","f5",2325,12997,1498,3,0,"ra"
"245","f5",2325,12997,1498,3,0,"gloaming"
"246","f5",2325,12997,1498,3,0,"day"
"247","f5",2325,12997,1498,3,0,"live"
"248","f5",2325,12997,1499,3,0,"death"
"249","f5",2325,12997,1499,3,0,"ra"
"250","f5",2325,12997,1499,3,0,"daily"
"251","f5",2325,12997,1500,3,0,"helmsman"
"252","f5",2325,12997,1500,3,0,"ra"
"253","f5",2325,12997,1500,3,0,"born"
"254","f5",2325,12997,1500,3,0,"yesterday"
"255","f5",2325,12997,1501,3,0,"born"
"256","f5",2325,12997,1501,3,0,"yesterday"
"257","f5",2325,12997,1501,3,0,"god"
"258","f5",2325,12997,1501,3,0,"exulteth"
"259","f5",2325,12997,1501,3,0,"life"
"260","f5",2325,12997,1502,3,0,"exult"
"261","f5",2325,12997,1502,3,0,"exult"
"262","f5",2325,12997,1502,3,0,"life"
"263","f5",2325,12997,1503,3,0,"thoth"
"264","f5",2325,12997,1503,3,0,"goeth"
"265","f5",2325,12997,1503,3,0,"house"
"266","f5",2325,12997,1503,3,0,"prince"
"267","f5",2325,12997,1504,3,0,"heliopolis"
"268","f5",2325,12997,1527,4,0,"travelling"
"269","f5",2325,12997,1527,4,0,"road"
"270","f5",2325,12997,1527,4,0,"earth"
"271","f5",2325,12997,1530,4,0,"travel"
"272","f5",2325,12997,1530,4,0,"stream"
"273","f5",2325,12997,1530,4,0,"divideth"
"274","f5",2325,12997,1530,4,0,"divine"
"275","f5",2325,12997,1531,4,0,"pair"
"276","f5",2325,12997,1531,4,0,"lands"
"277","f5",2325,12997,1531,4,0,"osiris"
"278","item4",1706,9418,1632,5,0,"funereal"
"279","item4",1706,9418,1632,5,0,"statuettes"
"280","item4",1706,9418,1632,5,0,"person"
"281","item4",1706,9418,1632,5,0,"netherworld"
"282","item4",1706,9418,1635,5,0,"statuette"
"283","item4",1706,9418,1635,5,0,"appointed"
"284","item4",1706,9418,1636,5,0,"labours"
"285","item4",1706,9418,1636,5,0,"netherworld"
"286","item4",1706,9418,1636,5,0,"person"
"287","item4",1706,9418,1637,5,0,"abilities"
"288","item4",1706,9418,1637,5,0,"lo"
"289","item4",1706,9418,1637,5,0,"obstacles"
"290","item4",1706,9418,1637,5,0,"beaten"
"291","item4",1706,9418,1638,5,0,"counted"
"292","item4",1706,9418,1638,5,0,"moment"
"293","item4",1706,9418,1638,5,0,"planting"
"294","item4",1706,9418,1639,5,0,"fields"
"295","item4",1706,9418,1639,5,0,"watering"
"296","item4",1706,9418,1639,5,0,"soil"
"297","item4",1706,9418,1639,5,0,"conveying"
"298","item4",1706,9418,1639,5,0,"sands"
"299","item4",1706,9418,1639,5,0,"east"
"300","item4",1706,9418,1639,5,0,"west"
"301","item4",1706,9418,1640,5,0,"whithersoever"
"302","item4",1706,9418,1640,5,0,"callest"
"303","item4",1706,9418,1667,6,0,"passing"
"304","item4",1706,9418,1667,6,0,"chine"
"305","item4",1706,9418,1667,6,0,"apepi"
"306","item4",1706,9418,1667,6,0,"void"
"307","item4",1706,9418,1670,6,0,"wax"
"308","item4",1706,9418,1670,6,0,"takest"
"309","item4",1706,9418,1670,6,0,"captive"
"310","item4",1706,9418,1670,6,0,"seizest"
"311","item4",1706,9418,1671,6,0,"violence"
"312","item4",1706,9418,1671,6,0,"livest"
"313","item4",1706,9418,1671,6,0,"motionless"
"314","item4",1706,9418,1672,6,0,"motionless"
"315","item4",1706,9418,1672,6,0,"paralysed"
"316","item4",1706,9418,1673,6,0,"venoms"
"317","item4",1706,9418,1673,6,0,"enter"
"318","item4",1706,9418,1673,6,0,"limbs"
"319","item4",1706,9418,1673,6,0,"limbs"
"320","item4",1706,9418,1673,6,0,"limbs"
"321","item4",1706,9418,1674,6,0,"tmu"
"322","item4",1706,9418,1675,6,0,"wouldst"
"323","item4",1706,9418,1675,6,0,"paralysed"
"324","item4",1706,9418,1675,6,0,"paralysed"
"325","item4",1706,9418,1676,6,0,"languors"
"326","item4",1706,9418,1676,6,0,"enter"
"327","item4",1706,9418,1676,6,0,"limbs"
"328","item4",1706,9418,1676,6,0,"mine"
"329","item4",1706,9418,1677,6,0,"presideth"
"330","item4",1706,9418,1677,6,0,"pole"
"331","item4",1706,9418,1677,6,0,"heaven"
"332","item4",1706,9418,1678,6,0,"powers"
"333","item4",1706,9418,1678,6,0,"gods"
"334","item4",1706,9418,1678,6,0,"powers"
"335","item4",1706,9418,1679,6,0,"names"
"336","item4",1706,9418,1679,6,0,"hidden"
"337","item4",1706,9418,1679,6,0,"abodes"
"338","item4",1706,9418,1680,6,0,"mysterious"
"339","item4",1706,9418,1680,6,0,"eternity"
"340","item4",1706,9418,1681,6,0,"proceed"
"341","item4",1706,9418,1681,6,0,"tmu"
"342","item4",1706,9418,1681,6,0,"safe"
"343","item4",1706,9418,1681,6,0,"sound"
"344","item4",1706,9418,1714,7,0,"tuat"
"345","item4",1706,9418,1714,7,0,"day"
"346","item4",1706,9418,1717,7,0,"hour"
"347","item4",1706,9418,1717,7,0,"discloseth"
"348","item4",1706,9418,1717,7,0,"head"
"349","item4",1706,9418,1717,7,0,"thoth"
"350","item4",1706,9418,1717,7,0,"keepeth"
"351","item4",1706,9418,1717,7,0,"close"
"352","item4",1706,9418,1718,7,0,"giveth"
"353","item4",1706,9418,1718,7,0,"eye"
"354","item4",1706,9418,1718,7,0,"horus"
"355","item4",1706,9418,1719,7,0,"call"
"356","item4",1706,9418,1719,7,0,"eye"
"357","item4",1706,9418,1719,7,0,"horus"
"358","item4",1706,9418,1719,7,0,"gleams"
"359","item4",1706,9418,1719,7,0,"ornament"
"360","item4",1706,9418,1720,7,0,"brow"
"361","item4",1706,9418,1720,7,0,"ra"
"362","item4",1706,9418,1720,7,0,"father"
"363","item4",1706,9418,1720,7,0,"gods"
"364","item4",1706,9418,1721,7,0,"osiris"
"365","item4",1706,9418,1721,7,0,"lord"
"366","item4",1706,9418,1721,7,0,"amenta"
"367","item4",1706,9418,1721,7,0,"osiris"
"368","item4",1706,9418,1721,7,0,"knoweth"
"369","item4",1706,9418,1722,7,0,"day"
"370","item4",1706,9418,1722,7,0,"lot"
"371","item4",1706,9418,1724,7,0,"sutu"
"372","item4",1706,9418,1724,7,0,"father"
"373","item4",1706,9418,1724,7,0,"gods"
"374","item4",1706,9418,1724,7,0,"imperishable"
"375","item4",1706,9418,1725,7,0,"stay"
"376","item4",1706,9418,1725,7,0,"horus"
"377","item4",1706,9418,1725,7,0,"counted"
"378","item4",1706,9418,1725,7,0,"gods"
"379","item4",1706,9418,1757,8,0,"tuat"
"380","item4",1706,9418,1760,8,0,"soul"
"381","item4",1706,9418,1760,8,0,"mighty"
"382","item4",1706,9418,1762,8,0,"tuat"
"383","item4",1706,9418,1762,8,0,"father"
"384","item4",1706,9418,1762,8,0,"osiris"
"385","item4",1706,9418,1762,8,0,"drive"
"386","item4",1706,9418,1763,8,0,"darkness"
"387","item4",1706,9418,1764,8,0,"loveth"
"388","item4",1706,9418,1764,8,0,"father"
"389","item4",1706,9418,1764,8,0,"osiris"
"390","item4",1706,9418,1765,8,0,"pierce"
"391","item4",1706,9418,1765,8,0,"heart"
"392","item4",1706,9418,1765,8,0,"sutu"
"393","item4",1706,9418,1765,8,0,"perform"
"394","item4",1706,9418,1765,8,0,"duties"
"395","item4",1706,9418,1765,8,0,"father"
"396","item4",1706,9418,1766,8,0,"osiris"
"397","item4",1706,9418,1767,8,0,"paths"
"398","item4",1706,9418,1767,8,0,"heaven"
"399","item4",1706,9418,1767,8,0,"earth"
"400","item4",1706,9418,1768,8,0,"son"
"401","item4",1706,9418,1768,8,0,"loveth"
"402","item4",1706,9418,1768,8,0,"father"
"403","item4",1706,9418,1769,8,0,"mummied"
"404","item4",1706,9418,1769,8,0,"glorious"
"405","item4",1706,9418,1769,8,0,"equipt"
"406","item4",1706,9418,1770,8,0,"gods"
"407","item4",1706,9418,1770,8,0,"goddesses"
"408","item4",1706,9418,1770,8,0,"path"
"409","item5",4713,25630,1784,9,0,"coming"
"410","item5",4713,25630,1784,9,0,"victoriously"
"411","item5",4713,25630,1787,9,0,"victoriously"
"412","item5",4713,25630,1787,9,0,"adversaries"
"413","item5",4713,25630,1788,9,0,"cleave"
"414","item5",4713,25630,1788,9,0,"heaven"
"415","item5",4713,25630,1788,9,0,"horizon"
"416","item5",4713,25630,1788,9,0,"travel"
"417","item5",4713,25630,1789,9,0,"earth"
"418","item5",4713,25630,1789,9,0,"foot"
"419","item5",4713,25630,1789,9,0,"forward"
"420","item5",4713,25630,1789,9,0,"glorious"
"421","item5",4713,25630,1790,9,0,"furnished"
"422","item5",4713,25630,1790,9,0,"numberless"
"423","item5",4713,25630,1791,9,0,"eat"
"424","item5",4713,25630,1791,9,0,"mouth"
"425","item5",4713,25630,1791,9,0,"chew"
"426","item5",4713,25630,1791,9,0,"jaw"
"427","item5",4713,25630,1791,9,0,"lo"
"428","item5",4713,25630,1791,9,0,"worship"
"429","item5",4713,25630,1792,9,0,"god"
"430","item5",4713,25630,1792,9,0,"lord"
"431","item5",4713,25630,1792,9,0,"tuat"
"432","item5",4713,25630,1793,9,0,"endureth"
"433","item5",4713,25630,1793,9,0,"amid"
"434","item5",4713,25630,1793,9,0,"overthrow"
"435","item5",4713,25630,1799,10,0,"coming"
"436","item5",4713,25630,1799,10,0,"adversary"
"437","item5",4713,25630,1799,10,0,"netherworld"
"438","item5",4713,25630,1802,10,0,"osiris"
"439","item5",4713,25630,1803,10,0,"eater"
"440","item5",4713,25630,1803,10,0,"arm"
"441","item5",4713,25630,1803,10,0,"path"
"442","item5",4713,25630,1804,10,0,"ra"
"443","item5",4713,25630,1804,10,0,"coming"
"444","item5",4713,25630,1804,10,0,"horizon"
"445","item5",4713,25630,1804,10,0,"adversary"
"446","item5",4713,25630,1805,10,0,"delivered"
"447","item5",4713,25630,1806,10,0,"stretched"
"448","item5",4713,25630,1806,10,0,"hand"
"449","item5",4713,25630,1806,10,0,"lord"
"450","item5",4713,25630,1806,10,0,"crown"
"451","item5",4713,25630,1807,10,0,"lifted"
"452","item5",4713,25630,1807,10,0,"feet"
"453","item5",4713,25630,1808,10,0,"adversary"
"454","item5",4713,25630,1808,10,0,"fall"
"455","item5",4713,25630,1809,10,0,"delivered"
"456","item5",4713,25630,1810,10,0,"rise"
"457","item5",4713,25630,1810,10,0,"horus"
"458","item5",4713,25630,1810,10,0,"sit"
"459","item5",4713,25630,1810,10,0,"ptah"
"460","item5",4713,25630,1810,10,0,"victorious"
"461","item5",4713,25630,1811,10,0,"thoth"
"462","item5",4713,25630,1811,10,0,"powerful"
"463","item5",4713,25630,1811,10,0,"tmu"
"464","item5",4713,25630,1811,10,0,"walk"
"465","item5",4713,25630,1811,10,0,"feet"
"466","item5",4713,25630,1811,10,0,"speak"
"467","item5",4713,25630,1812,10,0,"mouth"
"468","item5",4713,25630,1812,10,0,"searching"
"469","item5",4713,25630,1813,10,0,"delivered"
"470","item5",4713,25630,1828,11,0,"entering"
"471","item5",4713,25630,1828,11,0,"coming"
"472","item5",4713,25630,1828,11,0,"netherworld"
"473","item5",4713,25630,1831,11,0,"salutation"
"474","item5",4713,25630,1831,11,0,"ra"
"475","item5",4713,25630,1831,11,0,"guardest"
"476","item5",4713,25630,1831,11,0,"secrets"
"477","item5",4713,25630,1832,11,0,"gates"
"478","item5",4713,25630,1832,11,0,"domain"
"479","item5",4713,25630,1832,11,0,"seb"
"480","item5",4713,25630,1832,11,0,"balance"
"481","item5",4713,25630,1832,11,0,"ra"
"482","item5",4713,25630,1833,11,0,"raiseth"
"483","item5",4713,25630,1833,11,0,"maat"
"484","item5",4713,25630,1833,11,0,"daily"
"485","item5",4713,25630,1834,11,0,"cleave"
"486","item5",4713,25630,1834,11,0,"earth"
"487","item5",4713,25630,1834,11,0,"grant"
"488","item5",4713,25630,1835,11,0,"acquire"
"489","item5",4713,25630,1835,11,0,"advance"
"490","item5",4713,25630,1835,11,0,"age"
"491","item5",4713,25630,1856,12,0,"xiii"
"492","item5",4713,25630,1860,12,0,"entering"
"493","item5",4713,25630,1860,12,0,"coming"
"494","item5",4713,25630,1860,12,0,"amenta"
"495","item5",4713,25630,1863,12,0,"enter"
"496","item5",4713,25630,1863,12,0,"hawk"
"497","item5",4713,25630,1863,12,0,"bennu"
"498","item5",4713,25630,1863,12,0,"dawn"
"499","item5",4713,25630,1864,12,0,"adore"
"500","item5",4713,25630,1864,12,0,"ra"
"501","item5",4713,25630,1864,12,0,"fair"
"502","item5",4713,25630,1865,12,0,"amenta"
"503","item5",4713,25630,1865,12,0,"locks"
"504","item5",4713,25630,1865,12,0,"osiris"
"505","item5",4713,25630,1865,12,0,"urge"
"506","item5",4713,25630,1865,12,0,"hounds"
"507","item5",4713,25630,1865,12,0,"horus"
"508","item5",4713,25630,1866,12,0,"adore"
"509","item5",4713,25630,1866,12,0,"osiris"
"510","item5",4713,25630,1866,12,0,"lord"
"511","item5",4713,25630,1867,12,0,"life"
"512","item5",4713,25630,1890,13,0,"xiv"
"513","item5",4713,25630,1894,13,0,"removing"
"514","item5",4713,25630,1894,13,0,"displeasure"
"515","item5",4713,25630,1894,13,0,"heart"
"516","item5",4713,25630,1894,13,0,"god"
"517","item5",4713,25630,1894,13,0,"deceased"
"518","item5",4713,25630,1894,13,0,"person"
"519","item5",4713,25630,1897,13,0,"hail"
"520","item5",4713,25630,1897,13,0,"god"
"521","item5",4713,25630,1897,13,0,"sendest"
"522","item5",4713,25630,1897,13,0,"moment"
"523","item5",4713,25630,1898,13,0,"presidest"
"524","item5",4713,25630,1898,13,0,"secret"
"525","item5",4713,25630,1898,13,0,"protectest"
"526","item5",4713,25630,1898,13,0,"utterance"
"527","item5",4713,25630,1900,13,0,"god"
"528","item5",4713,25630,1900,13,0,"displeased"
"529","item5",4713,25630,1900,13,0,"wrong"
"530","item5",4713,25630,1900,13,0,"overwhelmed"
"531","item5",4713,25630,1901,13,0,"fall"
"532","item5",4713,25630,1901,13,0,"hands"
"533","item5",4713,25630,1901,13,0,"lord"
"534","item5",4713,25630,1901,13,0,"law"
"535","item5",4713,25630,1902,13,0,"remove"
"536","item5",4713,25630,1902,13,0,"impediments"
"537","item5",4713,25630,1902,13,0,"evil"
"538","item5",4713,25630,1903,13,0,"darkness"
"539","item5",4713,25630,1903,13,0,"lord"
"540","item5",4713,25630,1903,13,0,"law"
"541","item5",4713,25630,1903,13,0,"god"
"542","item5",4713,25630,1903,13,0,"reconciled"
"543","item5",4713,25630,1904,13,0,"removing"
"544","item5",4713,25630,1904,13,0,"detaineth"
"545","item5",4713,25630,1905,13,0,"lord"
"546","item5",4713,25630,1905,13,0,"offerings"
"547","item5",4713,25630,1905,13,0,"kenu"
"548","item5",4713,25630,1905,13,0,"offer"
"549","item5",4713,25630,1906,13,0,"propitiary"
"550","item5",4713,25630,1906,13,0,"offering"
"551","item5",4713,25630,1906,13,0,"livest"
"552","item5",4713,25630,1906,13,0,"live"
"553","item5",4713,25630,1907,13,0,"reconciled"
"554","item5",4713,25630,1908,13,0,"displeasure"
"555","item5",4713,25630,1908,13,0,"heart"
"556","item5",4713,25630,1909,13,0,"removed"
"557","item5",4713,25630,1943,14,0,"xv"
"558","item5",4713,25630,1947,14,0,"hymn"
"559","item5",4713,25630,1952,14,0,"adored"
"560","item5",4713,25630,1952,14,0,"ra"
"561","item5",4713,25630,1952,14,0,"riseth"
"562","item5",4713,25630,1952,14,0,"eastern"
"563","item5",4713,25630,1952,14,0,"horizon"
"564","item5",4713,25630,1952,14,0,"heaven"
"565","item5",4713,25630,1952,14,0,"accompany"
"566","item5",4713,25630,1952,14,0,"extol"
"567","item5",4713,25630,1955,14,0,"osiris"
"568","item5",4713,25630,1955,14,0,"victorious"
"569","item5",4713,25630,1955,14,0,"saith"
"570","item5",4713,25630,1956,14,0,"radiant"
"571","item5",4713,25630,1956,14,0,"orb"
